name,y,x,is_public,label
Hospital Santa Isabel,-26.923768,-49.065810,yes,hospital
Hospital Santo Antônio,-26.916297,-49.058204,yes,hospital
Hospital Misericórdia,-26.725419,-49.068525,yes,hospital
Hospital Unimed,-26.903692,-49.089435,no,hospital
Hospital Santa Catarina,-26.927001,-49.055441,no,hospital
